acc	evalue_clade1	evalue_clade2
APB46159.1	0.046	7.3e-12
QLX70905.1	0.046	7.3e-12
VEF66912.1	0.046	7.3e-12
QSS40455.1	0.046	4.3e-11
VDY49661.1	0.046	4.3e-11
CAE6814799.1	0.046	3.2e-14
CAE6814816.1	0.046	3.2e-14
QGH62984.1	0.046	6.2e-07
UJJ57569.1	0.046	3.3e-13
AGG90143.1	0.046	3.3e-13
UJJ50240.1	0.046	3.3e-13
UJM85531.1	0.046	3.3e-13
UJM91440.1	0.046	3.3e-13
UJM92955.1	0.046	3.3e-13
UJM96485.1	0.046	3.3e-13
UJN20685.1	0.046	3.3e-13
BCB76183.1	0.047	1.7e-11
QDJ41211.1	0.047	8.099999999999999e-75
QDJ45766.1	0.047	8.099999999999999e-75
QII83378.1	0.047	8.099999999999999e-75
QWF40833.1	0.047	1.2000000000000001e-74
QWF45381.1	0.047	1.2000000000000001e-74
QWF49917.1	0.047	1.2000000000000001e-74
QWF54452.1	0.047	1.2000000000000001e-74
QWF58945.1	0.047	1.2000000000000001e-74
QDQ96665.1	0.047	2.6e-06
ATC65038.1	0.047	2.3e-10
ADQ45764.1	0.047	3.5e-07
UQN70919.1	0.047	5.3e-06
UQN76652.1	0.047	5.3e-06
UKA06557.1	0.047	2.8e-06
ATQ73570.1	0.048	7e-09
QGL69119.1	0.048	5.9e-14
QJC73390.1	0.048	5.9e-14
QWA97331.1	0.048	1.1e-13
QYO79325.1	0.048	1.1e-13
UDC66117.1	0.048	1.1e-13
UMD13255.1	0.048	1.1e-13
UNV90902.1	0.048	3.7e-85
UNV95808.1	0.048	3.7e-85
UNW00541.1	0.048	3.7e-85
AWH54653.1	0.048	9.4e-14
QGL98387.1	0.048	7.7e-15
ADL42917.1	0.048	2.8e-09
ASL84741.1	0.049	6.2e-14
ASM23403.1	0.049	1.1e-13
ASM28179.1	0.049	1.1e-13
ASM32995.1	0.049	6.6e-14
QDI15752.1	0.049	1e-13
QDI25493.1	0.049	1e-13
QDI35040.1	0.049	6.6e-14
QPV87265.1	0.049	1.2e-13
QRZ80481.1	0.049	1.2e-13
UAD18886.1	0.049	1.2e-13
QWK92211.1	0.049	1.2e-16
UPJ41581.1	0.049	2.3e-08
QHS48141.1	0.049	3e-12
AKU50881.1	0.049	2.5e-13
CAD1788040.1	0.049	2.5e-13
CAE6825277.1	0.049	2.5e-13
CAE6825286.1	0.049	2.5e-13
CAE6829304.1	0.049	2.5e-13
CAE6829321.1	0.049	2.5e-13
CAE6830372.1	0.049	2.5e-13
CAE6830399.1	0.049	2.5e-13
QUI79912.1	0.049	2.5e-13
UQP97163.1	0.049	2.5e-13
UQQ01719.1	0.049	2.5e-13
UQQ09953.1	0.049	2.5e-13
UQQ15133.1	0.049	2.5e-13
UIW17924.1	0.049	4.9e-13
QDG58310.1	0.049	2.5e-07
CAE6814660.1	0.05	3.5e-13
CAE6814684.1	0.05	3.5e-13
BCX45341.1	0.05	8.1e-15
UGB18543.1	0.05	8.1e-15
UGB49465.1	0.05	8.1e-15
AJK44939.1	0.05	1.2e-45
BBK09731.1	0.05	1.3e-13
BBR81110.1	0.05	1.3e-13
SDI99069.1	0.05	4.9e-09
QSI28316.1	0.051	1.9e-18
QFI72796.1	0.051	1.1e-08
AFY32694.1	0.051	9.8e-11
ABC23889.1	0.052	6.5e-12
AEO49633.1	0.052	6.5e-12
QXG79835.1	0.052	6.5e-12
APW45092.1	0.052	4.2e-08
AWI77027.1	0.052	4.3e-11
AET88667.1	0.053	6.2e-21
BAO85881.1	0.053	6.2e-21
BBV58486.1	0.053	3.2e-13
CAH5543282.1	0.053	3.2e-13
QRZ71712.1	0.053	3.2e-13
UDC49376.1	0.053	3.2e-13
ULJ31084.1	0.053	3.2e-13
ALD06058.1	0.053	8.3e-14
ALD53934.1	0.053	8.3e-14
ASR22867.1	0.053	8.3e-14
ASR28316.1	0.053	8.3e-14
ASR31260.1	0.053	8.3e-14
AAX75556.1	0.053	2.3e-08
AEW18793.1	0.053	2.3e-08
QQO05572.1	0.054	1.2e-15
AUU07164.1	0.054	1.9e-12
UNP83180.1	0.054	5.2e-09
UPT97968.1	0.055	6.3e-09
AOY66952.1	0.055	6.3e-14
APO89459.1	0.055	6.3e-14
APP01399.1	0.055	6.3e-14
AQS77805.1	0.055	6.3e-14
CAJ25325.1	0.055	6.3e-14
AYO94571.1	0.055	4.6e-12
AVF91033.1	0.055	1.6e-12
AWB64850.1	0.055	1.6e-12
AWO64433.1	0.055	1.6e-12
AZR65516.1	0.055	1.6e-12
AZZ21607.1	0.055	1.6e-12
QNC81679.1	0.055	1.6e-12
AWI49985.1	0.055	2.1e-92
SDG30401.1	0.055	1.8e-08
QSA38843.1	0.056	9.5e-14
QSA54731.1	0.056	9.5e-14
QSA70207.1	0.056	9.5e-14
QTL44300.1	0.056	9.5e-14
ALI06912.1	0.056	1.3e-06
QJX09565.1	0.056	1.6999999999999998e-43
BCA54482.1	0.056	1.1e-12
UFK90017.1	0.056	3e-13
QIO55947.1	0.056	1.8e-43
BAL79383.1	0.056	2.6e-08
UPJ34562.1	0.057	2.3e-08
QOC87837.1	0.057	6.6e-14
AAF82916.1	0.057	2.4e-14
ALQ93861.1	0.057	2.4e-14
ALQ96107.1	0.057	2.4e-14
ALR00962.1	0.057	2.4e-14
ALR03342.1	0.057	2.4e-14
ALR05569.1	0.057	2.4e-14
ALR07960.1	0.057	2.4e-14
ARO67748.1	0.057	2.4e-14
AVI19943.1	0.057	2.4e-14
AVI21939.1	0.057	2.4e-14
QQO53858.1	0.057	2.1e-08
AQG98128.1	0.057	8.2e-21
QBL42173.1	0.057	4.1e-13
ASS39706.1	0.058	1.2e-17
QGL73262.1	0.058	3e-14
QNG69333.1	0.058	3e-14
UEM02720.1	0.058	2.7e-11
UEP39533.1	0.058	1.5e-14
AFH82906.1	0.059	6.4e-09
AHK37697.1	0.059	6.4e-09
AIM05498.1	0.059	6.4e-09
AIM10912.1	0.059	6.4e-09
ARD65094.1	0.059	2.6e-19
UQZ20880.1	0.059	2.6e-19
BBK25790.1	0.059	2.1e-16
UPJ68719.1	0.06	1.7e-07
BBT82898.1	0.06	1.8e-13
ADU34485.1	0.061	2.6e-16
QDV14253.1	0.061	4.3e-11
UPS72500.1	0.061	1.7e-13
UDM05124.1	0.061	1.8e-18
BBB24805.1	0.061	1.3e-29
QFU68074.1	0.062	4.8e-12
AYA36805.1	0.062	2.4e-10
UDC60667.1	0.062	1.1e-13
UDC97214.1	0.062	1.1e-13
AZJ07370.1	0.062	1.8e-12
AZJ30349.1	0.062	1.8e-12
UNK32277.1	0.063	1.2e-08
QLX85933.1	0.063	2.5e-13
QWA91030.1	0.063	2.5e-13
UHJ57606.1	0.063	4.9e-07
BCK22032.1	0.063	1.5e-07
ATM08057.1	0.063	2.8e-12
ATM18352.1	0.063	2.8e-12
ASE54496.1	0.064	5e-14
UGB08447.1	0.064	5e-14
UDC39281.1	0.064	9.1e-13
AZJ19787.1	0.064	9.2e-09
QWH65729.1	0.064	9.2e-09
AKQ67071.1	0.064	6.6e-09
AVL84010.1	0.064	3.5e-11
AZQ48342.1	0.064	7.9e-09
ADX67704.1	0.064	2.2e-06
VEH64669.1	0.064	2.2e-06
AIW86019.1	0.064	1.1e-08
ACF53046.1	0.065	2.1e-12
AWX90066.1	0.065	1.2e-12
QEY81111.1	0.065	1.2e-12
QSI15111.1	0.065	1.2e-12
QUC62091.1	0.065	4.8e-21
AWL60100.1	0.065	1e-12
AWL66053.1	0.065	1e-12
AWL77351.1	0.065	1e-12
QDJ50165.1	0.066	9.4e-75
ACB35337.1	0.066	8.8e-08
UHD10884.1	0.066	7e-12
UNI54392.1	0.066	7e-12
AZW45406.1	0.066	1e-76
UOQ70152.1	0.066	7.8e-12
AWH18621.1	0.066	9.2e-16
UIM61390.1	0.066	4.5e-12
QNC86672.1	0.066	4e-11
QDJ32082.1	0.067	6.9e-75
AAT59480.1	0.067	7.3e-09
AJI36148.1	0.067	7.3e-09
QKI24184.1	0.067	7.3e-09
ALQ44235.1	0.067	1.7e-13
ANZ08339.1	0.067	1.7e-13
AOO58418.1	0.067	1.7e-13
BBQ76170.1	0.067	1.7e-13
BBQ87027.1	0.067	1.7e-13
QHW66432.1	0.067	1.7e-13
QIJ46813.1	0.067	1.7e-13
QPG40513.1	0.067	1.7e-13
QQN43723.1	0.067	1.7e-13
QQQ06480.1	0.067	1.7e-13
QSA11813.1	0.067	1.7e-13
QWU10419.1	0.067	1.7e-13
QXW34446.1	0.067	1.7e-13
QYE30209.1	0.067	1.7e-13
UIZ71832.1	0.067	1.7e-13
ULI42716.1	0.067	1.7e-13
VEB64640.1	0.067	1.7e-13
VEC84539.1	0.067	1.7e-13
AXA85344.1	0.067	2.4e-14
UCV17324.1	0.068	4e-07
QHP73789.1	0.068	5.6e-09
AAZ96250.1	0.068	7.2e-17
UQR64655.1	0.069	8.1e-09
QBP40757.1	0.069	3.9e-09
URI24656.1	0.069	1.1e-13
VEB67821.1	0.069	1.1e-13
QOZ47835.1	0.069	2e-09
ABI92032.1	0.07	4.5e-13
AJY26081.1	0.07	4.5e-13
UEP26138.1	0.07	4.5e-13
AXP06704.1	0.07	1.9e-06
BBH31015.1	0.07	1.9e-06
UQI31711.1	0.07	1.9e-06
AKQ53500.1	0.07	7.3e-75
AKQ58061.1	0.07	7.3e-75
AZW16586.1	0.07	7.3e-75
QDJ36658.1	0.07	7.3e-75
QDJ54684.1	0.07	7.3e-75
QET44851.1	0.07	7.3e-75
SNW00266.1	0.07	7.3e-75
VEH27519.1	0.07	7.3e-75
AOS79356.1	0.071	1.8e-07
AVO44841.1	0.071	1.6e-07
UIP03790.1	0.071	3.1e-08
ADZ67356.1	0.072	5.6e-08
AEQ09813.1	0.072	5.6e-08
AIB18767.1	0.072	5.6e-08
AIB22153.1	0.072	5.6e-08
AIB25508.1	0.072	5.6e-08
AIB28900.1	0.072	5.6e-08
AIB32268.1	0.072	5.6e-08
AEW15847.1	0.073	5.6e-08
BBP95713.1	0.074	6.2e-21
QKT95881.1	0.074	7.5e-06
UQN94042.1	0.074	7.5e-06
UQO01552.1	0.074	7.5e-06
UQP51359.1	0.074	7.5e-06
AZZ92824.1	0.074	2.2e-10
QAY56198.1	0.074	2.2e-10
AYL17677.1	0.074	8.9e-07
AXA44035.1	0.074	2.4e-44
AMR13532.1	0.074	1.5e-13
BBQ65309.1	0.074	1.5e-13
BBR02873.1	0.074	1.5e-13
BBS80166.1	0.074	1.5e-13
QPP85176.1	0.074	1.5e-13
QPV82152.1	0.074	1.5e-13
QQD68858.1	0.074	1.5e-13
QQM82555.1	0.074	1.5e-13
QUN62761.1	0.074	1.5e-13
UAW29166.1	0.074	1.5e-13
UDC03327.1	0.074	1.5e-13
UDC13619.1	0.074	1.5e-13
UDC18281.1	0.074	1.5e-13
UDC44471.1	0.074	1.5e-13
UKB72056.1	0.074	1.5e-13
ULD76160.1	0.074	1.5e-13
UMU46976.1	0.074	1.5e-13
VTO31832.1	0.074	1.5e-13
AWF35370.1	0.075	6.4e-12
AND70849.1	0.076	3e-17
QDY50682.1	0.076	1e-12
UOQ98853.1	0.076	4.1e-14
ASS73880.1	0.077	9.5e-12
AZP17939.1	0.077	2.3e-18
ARF85586.1	0.077	6.3e-06
CDN60855.1	0.077	6.3e-06
QUN44751.1	0.077	6.3e-06
QUO27019.1	0.077	6.3e-06
AWF53569.1	0.077	4.9e-13
QLX13152.1	0.077	4.9e-13
QXD00746.1	0.077	4.9e-13
UHD63780.1	0.077	4.9e-13
QMF95718.1	0.078	1e-11
QEO42305.1	0.078	1.4e-06
QUG77677.1	0.078	4.7e-09
QHE22431.1	0.078	1.4e-12
BCK11269.1	0.078	2e-07
QDI54336.1	0.079	2.9e-10
UQA21879.1	0.079	2.7e-12
BCQ37158.1	0.079	2.2e-10
BCQ42172.1	0.079	2.2e-10
AIJ55903.1	0.081	8.1e-08
AIJ59107.1	0.081	8.1e-08
AIJ62194.1	0.081	8.1e-08
AIJ65478.1	0.081	8.1e-08
AIJ75668.1	0.081	8.1e-08
AIJ78881.1	0.081	8.1e-08
AIK05170.1	0.081	8.1e-08
AKO29234.1	0.081	8.1e-08
ASU72901.1	0.081	8.1e-08
ASU76802.1	0.081	8.1e-08
ASZ96337.1	0.081	8.1e-08
ATA02816.1	0.081	8.1e-08
ATA05140.1	0.081	8.1e-08
ATA07982.1	0.081	8.1e-08
ATA11005.1	0.081	8.1e-08
ATA15694.1	0.081	8.1e-08
ATA32043.1	0.081	8.1e-08
ATA35309.1	0.081	8.1e-08
ATA38281.1	0.081	8.1e-08
ATA41250.1	0.081	8.1e-08
AYU64342.1	0.081	8.1e-08
QPZ79021.1	0.081	8.1e-08
BAW80574.1	0.081	2.3e-13
QHE77286.1	0.081	6.5e-22
QHE81710.1	0.081	6.5e-22
AMU18193.1	0.082	6.8e-06
AQQ50556.1	0.082	6.8e-06
AAN33318.1	0.082	5e-08
ABY39137.1	0.082	5e-08
ACO01989.1	0.082	5e-08
ACU49247.1	0.082	5e-08
AEK55566.1	0.082	5e-08
AEM19597.1	0.082	5e-08
AEU07267.1	0.082	5e-08
AHN47868.1	0.082	5e-08
AIJ66358.1	0.082	5e-08
AIJ69831.1	0.082	5e-08
AIJ72580.1	0.082	5e-08
AIJ87457.1	0.082	5e-08
AIJ87843.1	0.082	5e-08
AIJ93947.1	0.082	5e-08
AIN85443.1	0.082	5e-08
AIN88448.1	0.082	5e-08
AJM86018.1	0.082	5e-08
ALM35593.1	0.082	5e-08
ALY33214.1	0.082	5e-08
AOG47920.1	0.082	5e-08
AOG50950.1	0.082	5e-08
AOG53968.1	0.082	5e-08
AQQ57762.1	0.082	5e-08
ASU67329.1	0.082	5e-08
ASU70171.1	0.082	5e-08
ASZ31634.1	0.082	5e-08
ATQ53238.1	0.082	5e-08
ATV15263.1	0.082	5e-08
AUS47986.1	0.082	5e-08
AUS55312.1	0.082	5e-08
AVM31959.1	0.082	5e-08
AWT06992.1	0.082	5e-08
AXX07390.1	0.082	5e-08
AXX09657.1	0.082	5e-08
AXX13719.1	0.082	5e-08
AZH17287.1	0.082	5e-08
QBE52583.1	0.082	5e-08
QBE55721.1	0.082	5e-08
QBE58859.1	0.082	5e-08
QEX85622.1	0.082	5e-08
QEX88236.1	0.082	5e-08
QFP67991.1	0.082	5e-08
QOK53916.1	0.082	5e-08
QOK56852.1	0.082	5e-08
QOK59779.1	0.082	5e-08
QOK62688.1	0.082	5e-08
QOK68656.1	0.082	5e-08
QOK71525.1	0.082	5e-08
QOK74403.1	0.082	5e-08
QOK77294.1	0.082	5e-08
QOK80218.1	0.082	5e-08
QPF77815.1	0.082	5e-08
QRN89438.1	0.082	5e-08
QSH50721.1	0.082	5e-08
QSH53666.1	0.082	5e-08
ABX63311.1	0.082	5.2e-08
AHZ82386.1	0.082	5.2e-08
AIJ84345.1	0.082	5.2e-08
AIJ97423.1	0.082	5.2e-08
AOG35852.1	0.082	5.2e-08
AOG38849.1	0.082	5.2e-08
AOG41865.1	0.082	5.2e-08
ATN19103.1	0.082	5.2e-08
AVO70950.1	0.082	5.2e-08
CDL77662.1	0.082	5.2e-08
QOK65706.1	0.082	5.2e-08
APF81908.1	0.082	2e-08
QNQ63960.1	0.083	1.9e-08
QYO51991.1	0.083	1.5e-15
QQM47012.1	0.083	9.8e-17
QMV27535.1	0.083	1.9e-08
BCK29364.1	0.083	1e-07
QFY88905.2	0.083	2.3e-12
ALA87835.1	0.083	4.8e-12
ALA91791.1	0.083	4.8e-12
QZS64446.1	0.083	3.5e-13
AWK80885.1	0.084	2.9e-07
ANQ17846.1	0.084	7.1e-11
AJC47230.1	0.084	9.2e-16
CAH0066055.1	0.084	3.9e-12
AET28241.1	0.084	7e-08
AFC57249.1	0.084	7e-08
AIT31042.1	0.084	7e-08
AJZ98906.1	0.084	7e-08
AKO73930.1	0.084	7e-08
ALJ65163.1	0.084	7e-08
ANR88450.1	0.084	7e-08
AOY48772.1	0.084	5.3e-08
AOY52369.1	0.084	5.3e-08
APF47999.1	0.084	7e-08
APF51853.1	0.084	7e-08
APF55592.1	0.084	7e-08
APF59063.1	0.084	7e-08
APF64111.1	0.084	7e-08
APF66853.1	0.084	7e-08
APF70468.1	0.084	7e-08
APF76301.1	0.084	7e-08
APF77977.1	0.084	7e-08
ATD23546.1	0.084	7e-08
AWA79469.1	0.084	7e-08
AWB72942.1	0.084	7e-08
BAP01902.1	0.084	7e-08
BBE14491.1	0.084	7e-08
QJS78940.1	0.084	7e-08
QJS82586.1	0.084	7e-08
QJS86136.1	0.084	7e-08
QJS89779.1	0.084	7e-08
QJS93372.1	0.084	7e-08
QNE70728.1	0.084	7e-08
QPC53674.1	0.084	7e-08
QTV02273.1	0.084	7e-08
QTV08103.1	0.084	7e-08
QUY00447.1	0.084	5.3e-08
SPM14464.1	0.084	7e-08
SPM17111.1	0.084	7e-08
SPM22385.1	0.084	7e-08
UIO88213.1	0.084	7e-08
UNN87018.1	0.084	7e-08
QKE06728.1	0.084	5.6e-09
AVU32376.1	0.084	3e-13
ATU93840.1	0.084	2.5e-50
AWB79829.1	0.084	4.7e-12
AAP25548.1	0.085	7.3e-09
AAT30712.1	0.085	7.3e-09
AAT53816.1	0.085	7.3e-09
ACP12943.1	0.085	7.3e-09
ACQ48955.1	0.085	7.3e-09
AHE83014.1	0.085	7.3e-09
AHE88916.1	0.085	7.3e-09
AIF55929.1	0.085	7.3e-09
AIK33135.1	0.085	7.3e-09
AIK51948.1	0.085	7.3e-09
AIK55934.1	0.085	7.3e-09
AIK65384.1	0.085	7.3e-09
AJG28431.1	0.085	7.3e-09
AJG49188.1	0.085	7.3e-09
AJG65714.1	0.085	7.3e-09
AJG73009.1	0.085	7.3e-09
AJG80887.1	0.085	7.3e-09
AJH26857.1	0.085	7.3e-09
AJH36296.1	0.085	7.3e-09
AJH39382.1	0.085	7.3e-09
AJH47418.1	0.085	7.3e-09
AJH53586.1	0.085	7.3e-09
AJH58927.1	0.085	7.3e-09
AJH90541.1	0.085	7.3e-09
AJH94557.1	0.085	7.3e-09
AJI00949.1	0.085	7.3e-09
AJI40616.1	0.085	7.3e-09
AJM80238.1	0.085	7.3e-09
ALC33834.1	0.085	7.3e-09
AMC03702.1	0.085	7.3e-09
ANH85896.1	0.085	7.3e-09
ANR04186.1	0.085	7.3e-09
ANR09482.1	0.085	7.3e-09
ANR14783.1	0.085	7.3e-09
ANR20084.1	0.085	7.3e-09
ANR25384.1	0.085	7.3e-09
ANR30685.1	0.085	7.3e-09
ANR35987.1	0.085	7.3e-09
ANR41283.1	0.085	7.3e-09
ANR46577.1	0.085	7.3e-09
ANR51873.1	0.085	7.3e-09
ANR57168.1	0.085	7.3e-09
APT25162.1	0.085	7.3e-09
AQM45616.1	0.085	7.3e-09
ASE31852.1	0.085	7.3e-09
AWU52513.1	0.085	7.3e-09
BAR77660.1	0.085	7.3e-09
BBB71805.1	0.085	7.3e-09
BBK94448.1	0.085	7.3e-09
QCX56003.1	0.085	7.3e-09
QHA39402.1	0.085	7.3e-09
QHA44540.1	0.085	7.3e-09
QHA50537.1	0.085	7.3e-09
QHA58041.1	0.085	7.3e-09
QHA59041.1	0.085	7.3e-09
QHA65073.1	0.085	7.3e-09
QHD21511.1	0.085	7.3e-09
QIY14444.1	0.085	7.3e-09
QIY19853.1	0.085	7.3e-09
QIY24564.1	0.085	7.3e-09
QIY27790.1	0.085	7.3e-09
QKU11169.1	0.085	7.3e-09
QKU13177.1	0.085	7.3e-09
QKU27332.1	0.085	7.3e-09
QQD46618.1	0.085	7.3e-09
APR35235.1	0.085	1.7e-08
UOB94393.1	0.085	9.8e-09
AAF93566.1	0.085	4.3e-07
ABQ21543.1	0.085	1.7e-07
ACP04704.1	0.085	4.3e-07
ACP08458.1	0.085	1.7e-07
ACQ59403.1	0.085	4.3e-07
ATQ45514.1	0.085	4.3e-07
AVH53240.1	0.085	4.3e-07
AVI59724.1	0.085	4.3e-07
AYV11087.1	0.085	4.3e-07
QGF33221.1	0.085	1.7e-07
QHA22988.1	0.085	4.3e-07
QHQ91508.1	0.085	7.1e-08
QLK91305.1	0.085	4.3e-07
ARQ91295.1	0.086	5.9e-12
ALP53212.1	0.086	1.7e-07
ASV22820.1	0.086	9.8e-12
QBL51816.1	0.086	9.8e-12
ACD73624.1	0.087	1.3e-08
AIJ50967.1	0.087	1.3e-08
AIJ91263.1	0.087	1.3e-08
AIN91632.1	0.087	1.3e-08
ALF30918.1	0.087	1.3e-08
AOG44928.1	0.087	1.3e-08
ASZ87428.1	0.087	1.3e-08
ASZ93319.1	0.087	1.3e-08
ASZ99171.1	0.087	1.3e-08
ATA13899.1	0.087	1.3e-08
ATA17016.1	0.087	1.3e-08
ATA44459.1	0.087	1.3e-08
ATC55558.1	0.087	1.3e-08
AUS58448.1	0.087	1.3e-08
AZS92411.1	0.087	1.3e-08
CAJ12272.1	0.087	1.3e-08
QEX82909.1	0.087	1.3e-08
QIS29050.1	0.087	1.3e-08
QXH25727.1	0.087	1.3e-08
SHO32057.1	0.087	1.3e-08
URR39745.1	0.087	1.3e-08
URR42863.1	0.087	1.3e-08
URR46003.1	0.087	1.3e-08
URR49152.1	0.087	1.3e-08
URR52290.1	0.087	1.3e-08
URR55450.1	0.087	1.3e-08
URR58588.1	0.087	1.3e-08
URR61756.1	0.087	1.3e-08
URR64904.1	0.087	1.3e-08
URR68057.1	0.087	1.3e-08
URR71203.1	0.087	1.3e-08
URR74347.1	0.087	1.3e-08
URR77434.1	0.087	1.3e-08
URR80565.1	0.087	1.3e-08
URR83677.1	0.087	1.3e-08
URR86785.1	0.087	1.3e-08
URR89857.1	0.087	1.3e-08
URR92965.1	0.087	1.3e-08
URR95617.1	0.087	1.3e-08
URS01205.1	0.087	1.3e-08
URS04264.1	0.087	1.3e-08
URS07358.1	0.087	1.3e-08
URS10543.1	0.087	1.3e-08
URS13716.1	0.087	1.3e-08
URS16827.1	0.087	1.3e-08
URS19963.1	0.087	1.3e-08
URS23116.1	0.087	1.3e-08
URS26249.1	0.087	1.3e-08
URS28461.1	0.087	1.3e-08
URS32466.1	0.087	1.3e-08
URS34607.1	0.087	1.3e-08
URS38752.1	0.087	1.3e-08
URS40994.1	0.087	1.3e-08
URS44860.1	0.087	1.3e-08
URS48045.1	0.087	1.3e-08
URS51355.1	0.087	1.3e-08
URS54644.1	0.087	1.3e-08
URS57778.1	0.087	1.3e-08
USC12469.1	0.087	1.3e-08
BAS43410.1	0.087	1.6e-10
UNK72988.1	0.088	5.2e-13
QDF29541.1	0.088	8e-16
BAZ05205.1	0.088	2.7e-10
UPK08297.1	0.088	1.9999999999999998e-25
ADC73020.1	0.089	4.4e-06
UGX95052.1	0.09	4.5e-09
ALS93826.1	0.091	2.6e-13
AVU03901.1	0.091	2.6e-13
QBI17106.1	0.091	2.6e-13
QBN23996.1	0.091	2.6e-13
QBN40415.1	0.091	2.6e-13
QBN44061.1	0.091	2.6e-13
QBN47718.1	0.091	2.6e-13
QBN51343.1	0.091	2.6e-13
QBN54986.1	0.091	2.6e-13
QBN58641.1	0.091	2.6e-13
QBN69587.1	0.091	2.6e-13
QBN73167.1	0.091	2.6e-13
QBN76807.1	0.091	2.6e-13
QBN80459.1	0.091	2.6e-13
QBN84104.1	0.091	2.6e-13
AMJ56185.1	0.091	8.7e-13
AZR95918.1	0.092	1.7e-73
QIM71018.1	0.092	1.7e-73
SAI68627.1	0.092	1.7e-73
AWH22664.1	0.092	1e-15
QKU71666.1	0.093	5.2e-08
QKU75611.1	0.093	5.2e-08
QKU79505.1	0.093	5.2e-08
UII72037.1	0.093	8.9e-09
ATC33451.1	0.093	3.9e-07
ALQ67319.1	0.094	8.8e-09
ALL23146.1	0.095	7.2e-09
UBM51677.1	0.095	7.2e-09
UOK47915.1	0.095	7.2e-09
UNO50676.1	0.095	3.1e-14
AWH26520.1	0.095	6e-16
AZY47799.1	0.096	1.4999999999999998e-68
AZY51170.1	0.096	1.4999999999999998e-68
CAJ47728.1	0.096	1.4999999999999998e-68
AHF03359.1	0.096	1.6e-10
CCG46759.1	0.096	9e-06
AEP13311.1	0.097	4.4e-13
QUV80593.1	0.097	4.4e-13
ART78995.1	0.097	1.4e-07
BCK02127.1	0.097	5.2e-08
QKD85773.1	0.098	9.6e-14
QGA58739.1	0.098	1.9e-08
BCK14885.1	0.099	1.2e-07
BDG03442.1	0.099	5.4e-09
AXA35961.1	0.1	1e-14
AVQ82608.1	0.1	3.6e-16
QRY33114.1	0.1	3.6e-16
QCX77903.1	0.1	2.3e-14
AGI10320.1	0.1	1.9e-137
AJZ46601.1	0.1	1.9e-137
UKA21660.1	0.1	3.8e-06
ATG74544.1	0.1	2.2e-06
QUY47446.1	0.1	2.8e-11
UOE34455.1	0.1	1.4e-11
QPS90342.1	0.1	3.4e-08
QIW21414.1	0.1	1.6e-08
UQY97995.1	0.1	9.5e-14
AER55593.1	0.1	5.7e-103
QGG26655.1	0.1	9e-12
QIB05346.1	0.1	4.5e-06
QKS83277.1	0.1	4.5e-06
AFA72197.1	0.1	4.1e-19
QUD81686.1	0.1	4.1e-19
AEQ53693.1	0.1	5.5e-32
QJR20143.1	0.1	5.5e-32
AEA77658.1	0.1	4.4e-08
ATD28380.1	0.1	5.2e-08
AWB71581.1	0.1	5.2e-08
BCK08037.1	0.1	5.2e-08
BCK25461.1	0.1	5.2e-08
BCK32570.1	0.1	5.2e-08
BDA01462.1	0.1	1.1e-07
QAV03756.1	0.1	2.1e-07
AJH61988.1	0.1	6.4e-09
AJH83697.1	0.1	6.4e-09
AJK33616.1	0.1	6.4e-09
QKH65187.1	0.1	6.4e-09
QKH73315.1	0.1	6.4e-09
QKI19494.1	0.1	6.4e-09
AML56696.1	0.1	2.1e-11
AWH30404.1	0.11	1e-15
UQN54049.1	0.11	2.1e-06
QDD13390.1	0.11	9.7e-09
AYC06319.1	0.11	6.8e-08
AKF04879.1	0.11	4.2e-06
QUW33167.1	0.11	6.4e-09
UBR32997.1	0.11	6.4e-09
SPM19722.1	0.11	7.7e-08
AVM68743.1	0.11	9.1e-10
QGY45946.1	0.11	5.5e-14
QOF52784.1	0.11	8.3e-14
QQX96362.1	0.11	8.3e-14
UAA14679.1	0.11	8.3e-14
QPI83167.1	0.11	1.5e-08
UJR82519.1	0.11	5.7e-06
QIO36378.1	0.11	1.4e-08
QGL78490.1	0.11	3e-12
AWH34356.1	0.11	9.8e-16
APX68146.1	0.11	1.8e-08
QOF78904.1	0.11	8.7e-20
SCD25603.1	0.11	1.9e-08
AZA46629.1	0.11	6.6e-13
APE32109.1	0.11	1.7e-93
QGZ75128.1	0.11	2.6e-113
QGY77476.1	0.11	6.2e-13
BCI77118.1	0.11	2.8e-07
CQR63986.1	0.11	4.7e-15
AUB83202.1	0.11	3.3e-16
QII30350.1	0.12	2.6e-11
APY15373.1	0.12	1.9e-08
AJG94751.1	0.12	7.1e-09
ATL27874.1	0.12	6.4e-16
AXO92363.1	0.12	6.4e-09
QBJ67415.1	0.12	6.4e-09
QKN79779.1	0.12	3.2e-09
ULG10914.1	0.12	6.7e-06
QIX70482.1	0.12	1.3e-12
QOV58724.1	0.12	1.3e-12
BAF90635.1	0.12	4.6e-09
ASX11856.1	0.12	1.4e-10
BBW73848.1	0.12	1.3e-13
QLW87202.1	0.12	1.3e-13
QDP23887.1	0.12	9.5e-09
QQO24202.1	0.12	1.5e-07
QXI31384.1	0.13	5.7e-08
AAL54369.1	0.13	2e-08
QUV92240.1	0.13	9.8e-14
AML56194.1	0.13	5.9e-06
AYZ71538.1	0.13	6.2e-13
QJP21256.1	0.13	6.2e-13
UKJ25044.1	0.13	6.2e-13
QUV82910.1	0.13	1.9e-10
